context	ru	de	en	es	fr	it	ja	ko	zh_Hans	zh_Hant
hub1_fisherman_quest_3_14	Ребят, выведите этого алкаша и сможете за мой счет потом попариться.	Leute, bringt diesen Säufer raus, dann könnt ihr euch später auf meine Kosten in den Bädern entspannen.	Guys, get this drunk outta here and you can use the bathhouse on me later.	Chicos, sacad a este borracho y luego podréis ir a los baños por mi cuenta.	Les gars, sortez cet ivrogne et vous pourrez vous détendre à mes frais après.	Ragazzi, portate via questo ubriacone e potrete farvi un bagno a spese mie.	おい、この酔っぱらいを外に連れ出してくれ。そしたら俺の奢りでサウナに入れてやる。	얘들아, 이 술고래 좀 끌고 나가면 내가 돈 내서 목욕탕 쓸 수 있게 해줄게.	兄弟们，把这酒鬼弄出去，之后我请你们泡澡。	各位，把這個酒鬼帶走，之後你們就可以免費泡澡了。
hub1_fisherman_quest_3_15	Слышь!	Hör mal!	Hey!	¡Oye!	Hé	Ehi!	おい！	야!	喂！	喂！
hub1_fisherman_quest_3_16	Нам нужен нефритовый угорь для раменщика. Ты его поймал.	Wir brauchen den Jadeaal für den Ramen-Koch. Du hast ihn gefangen.	We need that jade eel for the ramen guy. You caught it.	Necesitamos una anguila de jade para el ramen. La has pescado.	Il nous faut l'anguille de jade pour le ramen-ya. Tu l'as pêchée.	Ci serve un'anguilla di giada per il ramen-ya. L'hai presa.	ラーメン屋のために翡翠のウナギが必要なんだ。捕まえたか？	라멘 가게 주인에게 옥 같은 장어가 필요해. 잡았어?	我们需要玉鳗给拉面摊老板。你抓到了吗？	我們需要玉鰻給拉麵師傅。你抓到了。
hub1_fisherman_quest_3_17	Может и поймал! А может и не поймал…	Vielleicht habe ich ihn gefangen! Oder vielleicht auch nicht…	Maybe I did! Or maybe I didn't…	¡Quizá sí! O quizá no…	Peut-être que oui ! Ou peut-être pas…	Forse l'ho presa! O forse no…	捕まえたかもしれねえ！　捕まえてないかもしれねえ…	잡았을 수도 있고, 안 잡았을 수도 있고…	可能抓到了！也可能没抓到……	也許抓到了！也許沒抓到……
hub1_fisherman_quest_3_18	Тащи опохмел. Без этого я с места не сдвинусь.	Hol mir einen Kater-Trank. Ohne den rühre ich mich nicht vom Fleck.	Get me a hangover cure. I ain't movin' without it.	Tráeme algo para la resaca. Sin eso no me muevo de aquí.	Apporte-moi un remède contre la gueule de bois. Sans ça, je ne bougerai pas d'ici.	Portami un rimedio per i postumi. Senza quello non mi muovo.	二日酔いの薬を持ってこい。これがなきゃ動けねえ。	숙취 해소제 좀 가져와. 이거 없인 꿈쩍도 못 하겠어.	拿解酒药来。没这个我动不了。	把解酒藥拿來。不然我一步也動不了。
hub1_fisherman_quest_3_19	Я тебя сейчас сам двину!	Ich bewege dich gleich selbst!	I'll move you myself right now!	¡Ahora mismo te muevo yo a ti!	Je vais te bouger moi-même	Adesso ti muovo io!	今すぐ動かしてやるぜ！	내가 지금 바로 꿈쩍하게 해줄까!	我现在就让你动起来！	我現在就讓你動！
hub1_fisherman_quest_3_20	Леон, успокойся. Я могу легко сделать то, что приведет его в чувство.	Leon, beruhige dich. Ich kann leicht etwas tun, das ihn wieder zu Sinnen bringt.	Leon, calm down. I can easily do something to bring him around.	Leon, cálmate. Puedo hacer algo fácilmente para que recupere el sentido.	Leon, calme-toi. Je peux facilement faire quelque chose pour le remettre d'aplomb	Leon, calmati. Posso facilmente fare qualcosa per farlo rinsavire.	レオン、落ち着いて。簡単に彼を正気に戻せるものを作れるよ。	레온, 진정해. 그를 정신 차리게 할 수 있는 걸 쉽게 만들 수 있어.	莱昂，冷静点。我可以轻松调制些让他清醒的东西。	雷恩，冷靜。我可以輕易地讓他清醒過來。
hub1_fisherman_quest_3_21	Нужно лишь немного трав.	Ich brauche nur ein paar Kräuter.	Just need a few herbs.	Solo necesito unas cuantas hierbas.	Il suffit de quelques herbes.	Mi servono solo un po' di erbe.	少しの薬草だけが必要なんだ。	약초 조금만 있으면 돼.	只需要一些草药。	只需要一點草藥。
hub1_fisherman_quest_3_22	Здесь должна быть лавка травника.	Hier sollte ein Kräuterladen sein.	There should be a herbalist's shop here.	Aquí debería haber una herboristería.	Il devrait y avoir une herboristerie ici.	Qui dovrebbe esserci la bottega di un erborista.	ここに薬草屋があるはずだ。	여기 근처에 약초 가게가 있을 거야.	这附近应该有草药铺。	這裡應該有間藥草店。
hub1_fisherman_quest_3_23	Ну пойдем поищем.	Na dann, lass uns suchen gehen.	Well, let's go look for it.	Pues vamos a buscarla.	Eh bien, allons chercher.	Bene, andiamo a cercare.	よし、探しに行くか。	그럼 찾아보러 가자.	那咱们去找找。	那我們就去找找看吧。
hub1_asuna_archive_1_1	О, приятно увидеть новый лица в Трущобах.	Oh, es ist schön, neue Gesichter in den Elendsvierteln zu sehen.	Oh, it's nice to see new faces in the Slums.	Oh, qué agradable ver caras nuevas en los Barrios Bajos.	Oh, c'est agréable de voir de nouveaux visages dans les Bas-Fonds.	Oh, è un piacere vedere volti nuovi nei Bassifondi.	あら、スラム街に新しい顔が見られるなんて嬉しいわ。	오, 빈민가에 새로운 얼굴을 보니 반갑네.	哦，在贫民窟看到新面孔真让人高兴。	喔，很高興在貧民窟看到新面孔。
hub1_asuna_archive_1_2	Особенно такие необычные, как у вас.	Besonders so ungewöhnliche wie eure.	Especially such unusual ones as yours.	Especialmente tan inusuales como las vuestras.	Surtout des visages aussi inhabituels que les vôtres.	Soprattutto così insoliti come i vostri.	特にあなた達のような珍しい顔はね。	특히 너희처럼 특이한 얼굴은 더더욱.	特别是像你们这样特别的。	尤其是像你們這樣不尋常的面孔。
hub1_asuna_archive_1_3	Да, мы только приехали!	Ja, wir sind gerade erst angekommen!	Yeah, we just got here!	¡Sí, acabamos de llegar!	Oui, nous venons d’arriver	Sì, siamo appena arrivati!	はい、僕たちは着いたばかりです！	네, 우리 방금 도착했어요!	是的，我们刚到！	是的，我們才剛到！
hub1_asuna_archive_1_4	Я еще не видел такой большой лавки с травами!	Ich habe noch nie einen so großen Kräuterladen gesehen!	I ain't never seen such a big herb shop!	¡Nunca había visto una tienda de hierbas tan grande!	Je n’ai jamais vu une herboristerie aussi grande	Non ho mai visto un negozio di erbe così grande!	こんな大きな薬草屋さんは初めて見ました！	이렇게 큰 약초 가게는 처음 봐요!	我从没见过这么大的草药店！	我從沒見過這麼大的草藥店！
hub1_asuna_archive_1_5	У вас тут столько всего! Даже желтый многолетник есть!	Ihr habt hier so viel! Sogar eine gelbe Staude!	You got so much stuff in here! Even yellow perennial!	¡Tenéis tantas cosas aquí! ¡Incluso hay una planta perenne amarilla!	Vous avez tellement de choses ici ! Il y a même une plante vivace jaune !	Avete così tante cose qui! C'è persino una perenne gialla!	ここには何でもありますね！黄色い多年草まで！	여기 정말 많은 게 있네요! 노란 다년생 식물도 있어요!	你这儿东西真多！连黄色多年生植物都有！	你們這裡有這麼多東西！甚至還有黃色多年生植物！
hub1_asuna_archive_1_6	Я его давно не видел.	Die habe ich schon lange nicht mehr gesehen.	Ain't seen that in a long time.	Hace mucho que no la veía.	Je ne l’avais pas vue depuis longtemps.	Non la vedevo da tanto tempo.	ずっと見かけていませんでした。	오랫동안 못 봤어요.	我好久没见到它了。	我很久沒見過它了。
hub1_asuna_archive_1_7	Может хватит трепаться? Мы вроде по делу пришли.	Können wir aufhören zu quatschen? Wir sind doch geschäftlich hier.	Can we cut the chatter? We're here on business, ain't we?	¿Podemos dejar de charlar? Creo que hemos venido por algo importante.	Ça suffit de jacasser ? On est venus pour une raison, non ?	Forse è ora di smetterla di chiacchierare? Siamo venuti per affari.	おい、喋ってる場合か？用事があるんだろ。	이제 좀 그만 지껄여? 우리 일 보러 왔잖아.	能别闲聊了吗？我们好像是有正事来的。	夠了沒？我們好像是來辦正事的。
hub1_asuna_archive_1_8	Или мне вас оставить вдвоем?	Oder soll ich euch beide allein lassen?	Or should I just leave you two alone?	¿O debería dejaros a solas?	Ou je vous laisse tous les deux ?	O devo lasciarvi da soli?	二人きりにしてやるか？	아님 둘이 남겨둘까?	要不我把你俩单独留下？	還是我把你們兩個丟在這裡？
hub1_asuna_archive_1_9	Можешь и оставить. Я не против.	Kannst du ruhig. Ich habe nichts dagegen.	You can leave us. I don't mind.	Puedes hacerlo. No me importa.	Tu peux nous laisser. Ça ne me dérange pas	Puoi anche lasciarci. Non mi dispiace.	そうしてもいいわよ。構わないから。	남겨도 돼. 나야 상관없지.	你尽管留。我没意见。	你可以把我丟在這裡。我不介意。
hub1_asuna_archive_1_10	Думаю, двоим нагам всегда есть о чем поговорить…	Ich denke, zwei Nagas haben sich immer etwas zu erzählen…	I think two Nagas always have plenty to talk about…	Supongo que dos nagas siempre tienen algo de qué hablar…	Je pense que deux Nagas ont toujours des choses à se dire…	Immagino che due Naga abbiano sempre qualcosa di cui parlare…	ナーガ同士、話すことくらいあるでしょう…	나가 둘이면 항상 할 얘기가 있겠지…	我想两个纳迦总能有话聊……	我想，兩個那伽總是有話可說的……
hub1_asuna_archive_1_11	А у тебя горячее сердце. Я чувствую даже отсюда.	Und du hast ein heißes Herz. Das spüre ich sogar von hier.	And you have a warm heart. I can feel it even from here.	Y tú tienes un corazón ardiente. Lo siento incluso desde aquí.	Et tu as un cœur ardent. Je le sens même d’ici	E tu hai un cuore caldo. Lo sento anche da qui.	あなた、熱い心の持ち主ね。ここからでも感じるわ。	너는 뜨거운 심장을 가졌구나. 여기서도 느껴져.	你倒是热血沸腾。我在这儿都能感觉到。	你的心很熱情。我甚至從這裡都能感覺到。
hub1_asuna_archive_1_12	Наверное, как и у всех дзинко	Wahrscheinlich wie alle Jinko	Probably like all Jinko	Supongo que como todos los jinko	Probablement comme tous les Jinkos	Probabilmente, come tutti i Jinko	たぶん、他の忍狐たちと同じようにね	아마도 모든 진코가 그렇겠죠	大概和所有忍狐都一样吧	大概所有忍狐都一樣吧。
hub1_asuna_archive_1_13	И много ты видела дзинко?	Und wie viele Jinko hast du gesehen?	How many Jinko you seen?	¿Y cuántos jinko has visto tú?	Et tu as vu beaucoup de Jinko ?	E quanti Jinko hai visto?	で、お前は忍狐をたくさん見たことあるのか？	진코를 많이 봤냐?	你见过很多忍狐吗？	你見過很多忍狐嗎？
hub1_asuna_archive_1_14	Ты первый. Они же главные враги империи, так что их всех переловили.	Du bist der erste. Sie sind die Hauptfeinde des Imperiums, also wurden sie alle gefangen.	You're the first. They're the Empire's main enemies, so they rounded 'em all up.	Tú eres el primero. Son los principales enemigos del Imperio, así que los han atrapado a todos.	Tu es le premier. Ce sont les principaux ennemis de l'Empire, alors ils ont tous été capturés.	Tu sei il primo. Sono i principali nemici dell'Impero, quindi li hanno catturati tutti.	お前が初めてだよ。奴らは帝国の主要な敵だからな、全員捕まえられちまったんだ。	네가 처음이야. 그들은 제국의 주적이니까 전부 잡혔지.	你是第一个。他们可是帝国的主要敌人，所以全都被抓起来了。	你是第一個。他們是帝國的主要敵人，所以他們都被抓起來了。
hub1_asuna_archive_1_15	Я удивлена, что ты разгуливаешь без ошейника.	Ich bin überrascht, dass du ohne Halsband herumläufst.	I'm surprised you're walkin' around without a collar.	Me sorprende que andes sin collar.	Je suis surprise que tu te promènes sans collier.	Sono sorpresa che tu stia in giro senza collare.	首輪なしで歩き回ってるのに驚いたよ。	목줄 없이 돌아다니는 게 신기하네.	我很惊讶你居然没戴项圈到处溜达。	我很驚訝你沒有戴項圈到處走動。
hub1_asuna_archive_1_16	Тут за каждым дзинко учет и слежка, не дай боги хоть один сбежит.	Jeder Jinko wird hier registriert und überwacht, Gott bewahre, dass auch nur einer entkommt.	Every Jinko's accounted for and watched. God forbid one gets away.	Aquí cada jinko está registrado y vigilado, no sea que se escape uno.	Chaque Jinko est enregistré et surveillé ici, pour que pas un seul ne s'échappe, par les dieux.	Ogni Jinko è registrato e sorvegliato, non sia mai che uno scappi.	ここでは忍狐一人一人に記録と監視がついてるんだ、一匹でも逃がしたら大変だ。	여긴 진코마다 기록과 감시가 있어, 하나라도 도망치면 큰일이야.	这里每个忍狐都有登记和监视，老天保佑可别让任何一个逃掉。	這裡的每個忍狐都有記錄和監控，願神保佑沒有一個逃脫。
hub1_asuna_archive_1_17	И где этот «учет» можно посмотреть?	Und wo kann ich diese „Registrierung“ einsehen?	"And where can I check this ""account""?"	¿Y dónde puedo ver ese «registro»?	Et où peut-on consulter cet « enregistrement » ?	E dove posso vedere questa registrazione?	その「記録」ってどこで見られるんだ？	그 '기록'은 어디서 볼 수 있지?	这个「登记」在哪儿能查到？	我在哪裡可以查看這些「記錄」？
